,en,fr,en_c,fr_c
786,the next item is the joint debate on the following reports,START_ l'ordre du jour appelle en discussion commune les rapports suivants  _END,11,12
787,a5-0069/1999 by mr von wogau on behalf of the committee on economic and monetary affairs on the commission white paper on modernisation of the rules implementing articles 85 and 86 of the ec treaty [com1999 101 - c5-0105/1999 - 1999/2108cos],START_ a5-0069/1999 de m von wogau au nom de la commission économique et monétaire sur le livre blanc de la commission sur la modernisation des règles d'application des articles 85 et 86 du traité ce com1999 101 - c5-0105/1999 -1999/2108cos  _END,40,41
788,a5-0078/1999 by mr rapkay on behalf of the committee on economic and monetary affairs on the european commission' s xxviiith report on competition policy 1998 [sek1999 743 - c5-0121/1999 - 1999/2124cos],START_ a5-0078/1999 de m rapkay au nom de la commission économique et monétaire sur le xxviiie rapport de la commission sur la politique de concurrence 1998 sec1999743 - c5-0121/1999 - 1999/2124cos  _END,31,32
789,a5-0087/1999 by mr jonckheer on behalf of the committee on economic and monetary affairs on the seventh survey on state aid in the european union in the manufacturing and certain other sectors [com1999 148 - c5-0107/1999 - 1999/2110cos] report 1995-1997,START_ a5-0087/1999 de m jonckheer au nom de la commission économique et monétaire sur le septième rapport sur les aides d'état dans le secteur des produits manufacturés et certains autres secteurs de l'union européenne com1999 148 - c5-0107/1999 - 1999/2110cos  _END,40,41
790,a5-0073/1999 by mr langen on behalf of the committee on economic and monetary affairs on the commission report on the implementation in 1998 of commission decision no 2496/96/ecsc of 18 december 1996 establishing community rules for state aid to the steel industry steel aid code [com1999 94 - c5-0104/1999 - 1999/2107cos],START_ a5-0073/1999 de m langen au nom de la commission économique et monétaire sur le rapport de la commission sur l' application en 1998 de sa décision no 2496/96/ceca du 18 décembre 1996 instituant des règles communautaires pour les aides à la sidérurgie code des aides à la sidérurgie com1999094 - c5-0104/1999 - 1999/2107cos _END,51,55
791,mr president commissioner today we are engaged in an important debate about the european union' s competition policy,START_ monsieur le président monsieur le commissaire chers collègues aujourd'hui nous menons un important débat sur la politique de concurrence de l'union européenne _END,18,24
792,we are debating a highly controversial modernisation proposal for european monopolies law that is mr von wogau' s report and it is far more controversial than the vote in the committee on economic and monetary affairs may have given us reason to believe,START_ nous débattons d'un projet de modernisation très controversé du droit européen en matière d'entente à savoir le rapport von wogau sujet bien plus controversé que ne semble le montrer le vote au sein de la commission économique _END,43,39
793,i want to make it quite clear that in this specific case i personally consider the commission' s proposal to be wrong and feel that it remains to be seen as to whether we are truly justified in using the term modernisation to describe the content of articles 81 and 82 of the white paper or whether in this case it would be more appropriate to use the expression retrograde step ,START_ d'emblée je veux dire que pour ma part et dans ce cas concret j'estime que la proposition de la commission est erronée et qu'on doit encore déterminer si le concept de modernisation est réellement justifié en ce qui concerne le contenu du livre blanc sur les articles 81 et 82 ou si dans ce cas un retour en arrière ne serait pas plutôt le concept approprié _END,71,68
794,however we are also discussing the aid report today and the general competition report for 1998 and my contribution to this joint debate relates to the latter,START_ toutefois nous discutons également aujourd'hui du rapport sur les aides d'état et du rapport général sur la politique de concurrence pour 1998 ma contribution à cette discussion commune touchant au dernier rapport _END,27,34
795,but of course both the competition report and the aid report share common ground in this white paper,START_ mais naturellement les deux rapports - celui sur la concurrence et celui sur les aides d'état - ont aussi une base commune dans ce livre blanc _END,18,28
796,it is all about the need for modernisation and the future viability of the european competition policy,START_ il s'agit de l'exigence de modernisation afin d'assurer l'avenir de la politique européenne de concurrence _END,17,17
797,on reading both commission documents one learns that 1998 was the year in which the modernisation proposals introduced in 1997 were pursued and even partially completed which is something our own ongoing parliamentary work has taught us,START_ à lire les deux documents de la commission 1998 a été une année au cours de laquelle les projets de modernisation mis en route en 1997 ont été poursuivis et partiellement menés à terme  nous le savons à partir de notre travail parlementaire actuel _END,37,46
798,allow me to make two fundamental comments at this juncture as the competent authority the commission with its logically consistent approach has again and again served the cause of freedom of competition not always to the delight of the member states or enterprises concerned,START_ autorisez-moi deux remarques fondamentales à cet égard  en tant qu'autorité responsable en la matière la commission par son attitude conséquente qui n'a pas toujours réjoui les états membres ou les entreprises concernés a régulièrement bien mérité de la liberté de concurrence _END,44,43
799,it should continue along this path,START_ elle devrait poursuivre dans cette voie _END,6,8
800,but commissioner none of this is to become less complicated in future - one only has to think of the challenges posed by the enlargement of the union the deepening of the internal market technological progress globalisation,START_ cependant monsieur le commissaire tout cela ne deviendra pas moins compliqué à l'avenir - je me contenterai d'évoquer le défi que représente l'élargissement l'approfondissement du marché intérieur le progrès technologique la mondialisation _END,37,34
801,indeed it is not just about modernisation of community law more than anything it is about transparency of decisions taken in individual cases about the possibility of decisions actually being able to implement decisions for the european competition policy will be dependent on the population' s acceptance together with that of the political bodies and enterprises concerned,START_ il ne s'agit pas seulement de la modernisation du droit communautaire il s'agit plus que jamais de la transparence des décisions de la possibilité d'exécuter les décisions car la politique européenne de concurrence dépendra de son acceptation par la population ainsi que par les milieux politiques et les entreprises concernés _END,57,52
802,only without transparency there will be no acceptance indeed there can be no modernisation without transparency,START_ seulement pas d'acceptation sans transparence et de même pas de modernisation sans transparence _END,16,15
803,the competition report 1998 is not a bad foundation for this but in fact there is nothing that could not be further improved upon,START_ le rapport 1998 sur la concurrence n'est pas une mauvaise base en la matière mais il n'est rien qui ne soit perfectible _END,24,24
804,our motion will give you a great deal of food for thought commissioner but there is one point that i would just like to go into now transparency and accountability belong together,START_ nous vous transmettrons monsieur le commissaire une série de recommandations par la voie de notre résolution mais il est un aspect partiel que j'aimerais aborder dès maintenant  la transparence et l'obligation de rendre des comptes vont de pair _END,32,40
805,i do not wish to call the distribution of competences between the commission and parliament into question,START_ je n'ai pas l'intention de m'en prendre à la répartition des compétences entre la commission et le parlement _END,17,20
806,the commission is the executive and parliament ought to have no desire whatsoever to take on this role for the sake of its own independence but parliament is a supervisory body and what better forum could there be in which to expound the reasoning behind one' s decisions than a democratically-elected parliament indeed an ongoing parliamentary discussion,START_ la commission est l'organe exécutif et le parlement pour sa propre indépendance ne devrait l'être ni même vouloir l'être toutefois le parlement est un organe de contrôle et y a-t-il meilleur endroit qu'un parlement démocratiquement élu pour exposer les fondements de ses décisions et même entretenir un dialogue politique permanent  _END,57,52
807,here too we should continue along the path we have chosen strengthening and intensifying it,START_ ici aussi nous devrions poursuivre dans la voie empruntée viser à la continuité et à l'intensification _END,15,18
808,there is one thing i would like to make quite clear though parliament is a legislative body but the fact that we have no more than the right of consultation in matters of competition law of all things is truly scandalous,START_ je voudrais néanmoins être très clair sur un point  le parlement est un organe législatif et il est vraiment scandaleux qu'en matière de droit de la concurrence nous n'ayons que des droits de consultation _END,41,36
809,therefore i would urge the council and the intergovernmental conference to introduce the codecision procedure into legislation in this area,START_ nous appelons le conseil et la conférence intergouvernementale à introduire la procédure de codécision en matière de droit de la concurrence _END,20,23
810,i expect the commission to exploit every available opportunity for parliamentary cooperation and to involve parliament in doubtful cases even given the treaty status quo,START_ doutant de l'implication du parlement j'appelle la commission à user avec la plus grande conséquence de toutes les possibilités de coopération parlementaire et ce aussi dans l'état actuel des traités _END,25,32
811,i also expect the commission to be pro-active in supporting us in our call for codecision in legislative procedures,START_ j'attends aussi que la commission appuie de manière offensive notre demande de codécision dans le cadre de la procédure législative _END,19,22
812,this will be a good test as to whether there is reasonable cooperation between the two institutions,START_ cela constituera un test pour ce qui est de la coopération judicieuse des deux institutions _END,17,17
813,with all due respect for the principle of competition competition is not however an end in itself,START_ pour important que soit le principe de concurrence la concurrence n'est pourtant pas un objectif en soi _END,17,19
814,competition is an instrument and does not always produce ideal solutions,START_ elle est un instrument qui ne mène pas toujours à des solutions optimales _END,11,15
815,at the end of the day one of the fundamental tenets of economic theory is that the market is failing in many respects and anyone who takes issue with this is nothing more than an ideologue,START_ les rudiments de l'économie nous apprennent que le marché est défaillant à bien des égards et toute personne qui nie un tel fait n'est rien d'autre qu'un idéologue _END,36,30
816,competition should bring about balance in supply and demand and should provide for the optimum distribution of economic resources and facts,START_ la concurrence devrait amener l'équilibre entre l'offre et la demande veiller à une répartition optimale des ressources et des faits économiques _END,21,23
817,but optimum efficiency does not necessarily come about of its own accord,START_ toutefois l'efficacité optimale ne coule pas obligatoirement de source _END,12,11
818,framework conditions are indispensable when it comes to preventing abuses monopolies law being one example,START_ pour éviter les abus un cadre général est indispensable par exemple via le droit en matière d'ententes _END,15,19
819,but on the whole this only serves to prevent abuses framework conditions alone cannot achieve socially legitimate goals in isolation,START_ mais pour l'essentiel cela ne permet que d'éviter les abus et ne suffit pas en tant que tel à atteindre des objectifs socialement légitimes _END,20,26
820,competition yes restrictions in state aid where necessary and where possible,START_ la concurrence  oui la limitation des aides  là où c'est nécessaire et possible _END,11,15
821,however since state aid forms the lion' s share of the competition report 1998 i would still like regardless of mr jonckheer' s report to say one more thing about it,START_ mais étant donné que les aides occupent l'essentiel du rapport 1998 sur la concurrence je veux tout de même dire quelques mots à ce propos sans préjudice du rapport de notre collègue jonckheer _END,31,35
822,it is certainly possible indeed it must be feasible for state aid to be given to small and medium-sized enterprises involved in research and development for the purpose of educating them in regional and environmental policy,START_ les aides accordées aux petites et moyennes entreprises dans le secteur de la recherche et du développement et celles visant à la formation dans la politique régionale et environnementale sont sans aucun doute envisageables et doivent être réalisables _END,36,40
823,indeed it must be permissible for state aid to be provided for such purposes provided it does not lead to unacceptable distortion of competition,START_ aussi longtemps qu'elles ne mènent pas à d'inacceptables distorsions de la concurrence des aides visant à de tels objectifs doivent être autorisées _END,24,24
824,this is precisely the area where it is even more important than it is in monopolies and mergers law for decisions to be comprehensible,START_ que les décisions prises dans ces domaines précis puissent être exécutées est encore plus important que ce ne l'est pour le droit en matière d'ententes et de fusions _END,24,30
825,it is not just that we should pillory state aid rather our approach must be one of drawing distinctions and we must assess the different types of state aid in accordance with the extent to which they help to achieve the above-mentioned objectives,START_ on ne doit pas se contenter de clouer les aides au pilori  elles doivent être considérées de manière différenciée elles doivent également être évaluées en fonction de ce qu'elles contribuent à atteindre les objectifs précités _END,43,37
826,my last comment was intended not so much for the commission as for the members of the group of the european people' s party,START_ cette dernière remarque s'adressait moins à la commission qu'à nos collègues du groupe ppe _END,24,16
827,mr president commissioner ladies and gentlemen the report which i have the opportunity to propose to you today is an opinion on the commission' s annual report on the state aid in force within the european union and for which the community is authorised under articles 87 88 and 89 of the treaties,START_ monsieur le président monsieur le commissaire mes chers collègues le rapport que j'ai l'occasion de vous proposer aujourd'hui est un avis sur le rapport annuel de la commission concernant les aides d'état en vigueur au sein de l'union européenne et pour lesquelles la communauté est compétente en vertu des articles 87 88 et 89 des traités _END,53,58
828,the commission report is essentially a descriptive report detailing the development of state aid in the manufacturing sector and certain other sectors according to various typologies such as the method of financing and the objectives pursued,START_ le rapport de la commission est un rapport essentiellement de nature descriptive qui décrit l'évolution des aides d'état dans le secteur manufacturier ainsi que d'autres secteurs selon différentes typologies telles que le mode de financement et les objectifs poursuivis _END,36,41
829,let me refer you to the explanatory statement for the quantitative aspects of the report and simply mention at this point that the annual level of state aid on average for the period under review is in the order of eur 95 billion corresponding to a reduction in the order of 13 % in relation to the period 1993-1995 a reduction which is essentially due to a reduction in aid in the federal republic of germany,START_ je me permets de renvoyer à l'exposé des motifs pour la partie quantitative du rapport et je me contenterai d'indiquer ici que le montant annuel en moyenne pour la période sous revue est de l'ordre de 95 milliards d'euros ce qui représente une diminution de l'ordre de 13 % par rapport à la période 1993-1995 diminution qui pour l'essentiel est due à une diminution des aides en république fédérale d'allemagne _END,76,72
830,to put it plainly the level of state aid declared roughly speaking is generally stable during the period under discussion and comes to approximately 12% of community gdp or more or less the equivalent coincidentally of the community budget for one year,START_ en clair le niveau des aides d'état déclaré est grosso modo stable en moyenne durant la période couverte et s'établit environ à 12 % du pib communautaire soit c'est un hasard plus ou moins l'équivalent du budget de la communauté pour une année _END,42,45
831,this being the case there are considerable disparities between states which may be measured in various ways such as for example as a percentage of added value and per wage earner,START_ ceci étant les différences entre les états sont considérables et peuvent être mesurées de différentes manières notamment en pourcentage de la valeur ajoutée et par salarié _END,31,28
832,i think it is also interesting to add state aid and community aid which may be assimilated in some way into state aid,START_ je pense qu'il est également intéressant d'additionner les aides d'état et les interventions communautaires qui peuvent être assimilées d'une certaine façon à des aides d'état _END,23,27
833,this clearly shows that it is the four countries which benefit from the cohesion fund among other things which come at the top of the list,START_ il apparaît alors nettement que ce sont les quatre pays qui bénéficient entre autres du fonds de cohésion qui arrivent en tête du classement _END,26,26
834,this being the case let me now come to the proposals made in the report,START_ ceci étant j'en viens à la partie propositive du rapport _END,15,12
835,we note first of all that the committee considers the data as presented in the commission' s annual report to be in too aggregated a form to enable an in-depth evaluation of state aid policy which is simultaneously legitimate sensitive to national interests and extensive in terms of compliance with the rules of competition pursuant to the actual terms of the treaty,START_ nous constatons d'abord que la commission estime que les données telles qu'elles sont présentées dans le rapport annuel de la commission sont trop agrégées pour permettre une évaluation en profondeur de la politique des aides d'état ce qui est à la fois légitime sensible sur le plan des intérêts nationaux et tout à fait important du point de vue du respect de la concurrence en vertu même des dispositions du traité _END,62,73
836,the commission can only collate and analyse the data provided by the member states,START_ la commission ne peut que recueillir et analyser les données qui lui sont fournies par les états membres _END,14,20
837,it is therefore down to the states and regions to ensure the quality of the data provided and our committee considers that additional efforts must be made in this respect,START_ il revient donc aux états et aux régions de veiller à la qualité des données fournies et notre commission estime que des efforts supplémentaires doivent être fournis en cette matière _END,30,32
838,it is in this spirit that our parliamentary committee for example has championed the longstanding idea of a public register of state aid accessible via the internet,START_ c'est dans le même esprit que l'idée déjà ancienne d'un registre public des aides d'état notamment accessible via internet est défendue par notre commission parlementaire _END,27,27
839,having better more detailed information available particularly with regard to the objectives pursued and the results recorded must make it possible for the european commission to itself proceed or to commission in a regular manner studies of the social and economic evaluation of national and regional state aid policies,START_ disposer de meilleures données plus détaillées en particulier vis-à-vis des objectifs poursuivis et des résultats constatés doit permettre à la commission européenne de procéder elle-même ou de faire procéder de façon régulière à des études sur l'évaluation socio-économique des politiques nationales et régionales d'aides d'état _END,49,47
840,and insofar as such studies already exist to publish more openly its own comments with regard to the objectives of the treaties which are not only to ensure the competitivity of the european economy but also sustainable development and economic and social cohesion,START_ et dans la mesure où certaines de ces études existent déjà de faire connaître de façon plus ouverte ses propres commentaires eu égard aux objectifs des traités qui sont non seulement d'assurer la compétitivité de l'économie européenne mais aussi le développement durable et la cohésion économique et sociale _END,43,50
841,by stressing primarily the quality of the information provided our debate in committee and hence the report which it is my honour to present to you avoided a simplistic response in the form of an a priori statement that the level of state aid was in absolute terms either too high or not high enough,START_ en insistant ainsi en premier lieu sur la qualité de l'information fournie notre débat en commission et donc le rapport que j'ai l'honneur de vous présenter a évité le simplisme qui consisterait à affirmer a priori que le montant des aides d'état dans l'absolu est soit trop élevé soit insuffisamment élevé _END,55,53
842,most committee members have sought rather to find a balance between on the one hand the need to see that both states and businesses comply with the competition rules and on the other hand acknowledgement of the value of such aid with a view to contributing to the objectives of the treaty particularly as i have said already as regards sustainable development research and development and economic and social cohesion,START_ une majorité des membres de la commission a cherché davantage un point d'équilibre entre d'une part la nécessité de faire respecter par les états comme par les entreprises les règles de la concurrence et d'autre part la reconnaissance de l'intérêt de telles aides en vue de contribuer aux objectifs du traité en particulier je l'ai déjà dit en matière de développement durable de recherche et développement et de cohésion économique et sociale _END,70,74
843,this being the case various amendments to the rapporteur' s initial draft report were adopted in committee particularly highlighting the need for effective reimbursement of aid found to be illegal as well as the establishment of a league table of results,START_ ceci étant différents amendements au projet initial du rapporteur ont été adoptés en commission notamment mettant l'accent sur la nécessité d'un remboursement effectif des aides jugées illégales ainsi que l'établissement d'un palmarès des résultats _END,41,36
844,seven amendments have been retabled for this plenary sitting,START_ sept amendements sont redéposés pour cette séance plénière _END,9,10
845,most of them are an expression of the political differences among ourselves regarding the appropriateness and effectiveness of state aid in view of the inadequacies acknowledged or not of private investment alone the market failures or inadequacies of the market,START_ la plupart d'entre eux traduisent de fait des différences politiques entre nous sur l'opportunité et sur l'efficacité des aides d'état compte tenu des insuffisances reconnues ou non des seuls investissements privés market failures ou insuffisances du marché _END,40,39
846,there is in particular one amendment let me point out concerning the energy sector which in my capacity as rapporteur i see as particularly important,START_ il y a notamment un amendement je le souligne concernant le secteur de l'énergie qui me paraît en tant que rapporteur particulièrement important _END,25,25
847,i should like to conclude this presentation commissioner by stressing two things firstly a concern of the members of the committee and secondly a demand of our committee,START_ je voudrais conclure cette présentation monsieur le commissaire en insistant d'une part sur une préoccupation des membres de la commission et d'autre part sur une exigence de notre commission _END,28,31
848,the concern involves the pre-accession process for the countries of central and eastern europe in terms of competition policy and state aid,START_ la préoccupation concerne le processus de préadhésion des pays d'europe centrale et orientale du point de vue de la politique de concurrence et des aides d'état _END,22,28
849,this is undoubtedly a complex issue and one where we should like to see the commission informing us of the latest development in the matter particularly in terms of the capacity of the economies involved in the accession process to comply with competition rules and as far as state aid is concerned the need in all probability to have specific rules on state aid used to assist restructuring of their sectors,START_ il s'agit là certainement d'une question complexe sur laquelle nous souhaiterions que la commission nous fasse connaître l'état actuel du dossier notamment du point de vue de la capacité des économies en voie d'adhésion de respecter les règles de concurrence et pour ce qui concerne les aides d'état la nécessité probablement d'avoir des règles spécifiques en matière d'aides d'état aidant à la restructuration de leurs secteurs _END,71,68
850,and finally in conclusion our demand regarding the future responsibilities of the european parliament in the matters we are discussing competition policy and state aid in the context of the intergovernmental conference,START_ et enfin j'en termine l'exigence concerne les compétences futures du parlement européen dans les matières dont nous parlons la politique de concurrence et les aides d'état dans la perspective de la conférence intergouvernementale _END,32,35
851,as you know commissioner our report argues that the codecision procedure should apply in the case of basic legislation on state aid,START_ notre rapport vous le savez monsieur le commissaire défend l'idée que la procédure de codécision soit en vigueur pour la législation de base en matière d'aides d'état _END,22,29
852,mr president commissioner my contribution to today' s debate concerns the steel aid code that is the state aid in europe granted in accordance with this code and which was assessed by the commission,START_ monsieur le président monsieur le commissaire mesdames et messieurs ma contribution au présent débat touche au code des aides à la sidérurgie il s'agit des aides publiques octroyées en europe conformément à ce code et examinées par la commission _END,34,41
853,there were a total of 27 cases in 1998 and the commission submitted its own report on these,START_ dans l'ensemble il est question de 27 cas pour l'année 1998 la commission a publié son propre rapport sur ces cas _END,18,23
854,the ecsc treaty is due to expire shortly,START_ le traité ceca expirera très prochainement _END,8,8
855,hence what we must focus on today is the question as to how state aid is to be managed in future,START_ la question qui doit tout particulièrement nous occuper aujourd'hui est donc celle du mode d'utilisation future des aides à la sidérurgie _END,21,23
856,the european commission' s decisions which feature in the report are welcomed by the european parliament as is the decision to ask for the money back in specific cases thus applying article 88 of the ecsc treaty,START_ le parlement européen salue les décisions prises par la commission européenne telles que présentées dans ce rapport y compris celle qui exige dans un cas précis le remboursement des sommes allouées et applique donc l'article 88 du traité ceca _END,37,41
857,the competitiveness of the european steel industry also forms the subject of the commission' s most recent communication which we have not yet debated in parliament,START_ dans un même temps la compétitivité de la sidérurgie européenne est au centre de la dernière communication de la commission dont le parlement n'a pas encore débattu _END,26,29
858,as in other sectors the general ban on state aid according to article 87 1 of the ec treaty also applies to the iron and steel industry,START_ comme c'est le cas dans d'autres domaines l'article 87 paragraphe 1 du traité ce prévoit l'interdiction générale des aides dans le secteur du fer et de l'acier _END,27,29
859,according to this article state aid is irreconcilable with the common market in principle exemptions are only permitted in precisely defined cases,START_ selon cet article les aides d'état sont fondamentalement incompatibles avec le marché commun les exceptions n'étant autorisées que dans des cas bien définis _END,22,25
860,under article 88 the commission is obliged to supervise state aid,START_ selon l'article 88 la commission doit se charger du contrôle des aides d'état _END,11,15
861,in 1998 the largest case concerned the supply of company capital totalling eur 540 million to the preussag in germany,START_ au cours de l'année 1998 le cas le plus important a été l'apport en capital propre d'un montant de 540 millions d'euros consenti à la preussag en allemagne _END,20,30
862,furthermore the member states must give the commission advance warning with regard to their intentions concerning state aid,START_ en outre les états membres doivent notifier par avance à la commission leurs projets d'octroi d'aides _END,18,18
863,the rules pertaining to the steel industry were drawn up on 18 december 1996,START_ pour le secteur de la sidérurgie les règles en vigueur ont été instituées le 18 décembre 1996 _END,14,19
864,these stipulate that state aid can only be awarded to the steel industry in particular precisely-defined cases ie those involving aid for research and development aid for environmental protection social security to ease the closure of steelworks and aid to help non-competitive enterprises cease trading altogether,START_ aux termes de celles-ci les aides en faveur de la sidérurgie ne peuvent être octroyées que dans des cas précis et bien définis il s'agit des aides à la recherche et au développement des aides en faveur de la protection de l' environnement des aides sociales destinées à encourager la fermeture d'installations sidérurgiques et des aides visant à financer la cessation définitive des entreprises non compétitives _END,46,68
865,in addition there is a special provision of up to eur 50 million for greece,START_ en plus de cela existe une réglementation dérogatoire en faveur de la grèce plafonnée à 50 millions d'euros _END,15,20
866,however there were obviously problems with the practical administration of the steel aid code over the past few years that were not brought fully to bear in the report,START_ manifestement la mise en pratique du code des aides à la sidérurgie a cependant posé au cours des années écoulées des problèmes qui n'ont pas fait l'objet d'une discussion exhaustive dans le rapport _END,29,35
867,as far as parliament is concerned it is important for us to waste no time in getting down to a debate on the regulations that are to succeed this state aid code once it has expired,START_ de l'avis du parlement il importe de discuter dès à présent d'un règlement faisant suite à l'expiration de ce code des aides à la sidérurgie _END,36,27
868,there must be no watering-down of the existing principles underlying the steel aid code,START_ on ne peut décider d'affaiblir les lignes directrices reprises dans ce code _END,14,14
869,no one wants an unimpeded subsidy competition in europe,START_ personne ne veut que l'europe soit le théâtre d'une course effrénée aux subventions _END,9,15
870,this would be to the considerable disadvantage of the internal market regardless of the fact that the steel industry has undergone consolidation in the past few years,START_ après la consolidation de l'industrie sidérurgique au cours des dernières années cela nuirait également considérablement au marché intérieur _END,27,20
871,consequently parliament believes it is necessary for the steel aid code to be amended in the light of the industry' s claims about unequal treatment and for the commission to provide the council with follow-up regulations,START_ dès lors le parlement estime qu'il est indispensable au vu de l'inégalité de traitement avancée par le secteur de réformer le code des aides à la sidérurgie et demande à la commission de soumettre au conseil un nouveau règlement _END,36,41
872,we all know that so far the council has dragged its feet with regard to follow-up regulations of this kind,START_ on sait que jusqu'à présent le conseil a refusé d'adopter un tel règlement _END,20,15
873,the reason for this is that people are under the impression that once the steel aid code expires they will be able to do their own thing again without the inconvenience of the european commission' s supervision,START_ cela tient notamment au fait qu'on pense qu'à l'expiration du code on pourra à nouveau agir à sa guise débarrassé du contrôle pesant effectué par la commission européenne _END,37,30
874,we therefore demand that once the treaty expires steel aid must be regulated by a council regulation according to article 94 for that is the only way to create the necessary legal validity and clarity,START_ c'est pourquoi nous demandons qu'après l'expiration du traité les aides à la sidérurgie soient réglementées par un règlement du conseil conformément à l'article 94 car c' est le seul moyen de garantir le caractère obligatoire et la clarté qui s' imposent _END,35,43
875,this is the only way to enforce the strict ban on all aid not covered by the code,START_ c'est la seule manière de mettre en uvre l'interdiction formelle de toutes les aides qui ne sont pas couvertes par le code _END,18,24
876,a council regulation that is directly applicable law must also be observed by the regional governments,START_ un règlement du conseil est un acte directement applicable auquel les gouvernements régionaux doivent également se conformer _END,16,19
877,what we need to avoid doing in the future is compromising competition conditions and disturbing the balance in the markets,START_ à l'avenir aussi les altérations des conditions de concurrence et les déséquilibres sur les marchés doivent être évités _END,20,20
878,we also need to criticise the commission' s practice of approving multiple aid packages for steel enterprises which in their view do not fall within the categories of the code even given the fact that the european court of justice approved this unequal treatment where certain individual decisions were concerned,START_ il faut également critiquer la pratique de la commission qui a approuvé de multiples aides à des entreprises sidérurgiques dont elles estimaient qu'elles ne ressortissaient pas aux catégories évoquées par le code même si la cour de justice a approuvé cette inégalité de traitement pour certaines décisions _END,50,49
879,the commission will be called upon in a report that has yet to be compiled for the year 1999 to give a detailed explanation of its active role in the elaboration of restructuring plans and approved exemptions thus enabling a proper assessment of the overall situation to be made,START_ nous demandons que dans le rapport pour 1999 qui doit encore être rédigé la commission mette en évidence de manière détaillée le rôle actif qu' elle joue dans l' élaboration de plans de restructuration et quant à l' autorisation de dérogations et permette ce faisant de se livrer sur cette base à une évaluation adéquate du contexte général _END,49,60
880,once the committee on economic and monetary affairs has adopted the draft report unanimously with two abstentions i would ask that we make full use of this opportunity which we have ourselves created in plenary sitting,START_ la commission économique et monétaire ayant adopté le projet de rapport à l'unanimité moins deux abstentions je demande à la plénière qu'elle octroie sont plein appui au projet que nous vous avons présenté _END,36,35
881,mr president ladies and gentlemen the internal market is not complete,START_ monsieur le président chers collègues le marché intérieur n' est pas achevé _END,11,14
882,subsidies monopolies and barriers to competition are still impeding markets and development alike,START_ les subventions les monopoles et les obstacles à la concurrence continuent à entraver les marchés et le développement économique en lui-même _END,13,23
883,national governments provide subsidies and promise that this is the last time but then it happens again,START_ les gouvernements nationaux octroient de nouvelles subventions tout en promettant que ce seront les dernières et la chose se reproduit invariablement _END,17,23
884,subsidies distort allocations both within and between countries,START_ les subventions faussent l' effet escompté de nos efforts financiers tant au sein qu'entre les pays _END,8,18
885,a successive phasing out of state aid is required and more and more markets must be opened up to competition,START_ un démantèlement progressif des aides d'état est nécessaire et il faut ouvrir de plus en plus de marchés à la concurrence _END,20,23
886,this applies to those which have been turned into monopolies both private and public,START_ ce principe doit être appliqué aussi bien aux monopoles privés que publics _END,14,14
887,public monopolies are more often than not phased out reluctantly,START_ ce sont les monopoles publics qui résistent le plus souvent _END,10,12
888,increased competition and newly established organisations should be able to provide significant benefits in terms of welfare including within the spheres of education health care and social services,START_ l' augmentation de la concurrence et la création d' entreprises devraient avoir des retombées favorables sur le bien-être - y compris dans les domaines de la formation des soins médicaux et des services sociaux _END,28,36
889,public monopolies must be replaced by competitive structures,START_ les monopoles publics doivent être remplacés par des structures compétitives _END,8,12
890,europe must be modernised made more entrepreneurial in spirit and adapted in such a way that it becomes a more competitive environment for consumers and companies,START_ il faut moderniser l' europe l' adapter aux lois de l' esprit d' entreprise à un environnement plus compétitif pour le bien des consommateurs comme celui des entreprises elles-mêmes _END,26,31
891,effective competition pushes prices down and raises standards of living,START_ une concurrence efficace fait pression sur les prix et relève le niveau de vie _END,10,16
892,it is precisely upon price levels that consumer policy has failed to focus sufficiently,START_ or notre politique de consommation est justement bien trop peu axée sur le niveau des prix _END,14,18
893,in fact competition policy and consumer policy belong together,START_ la politique de concurrence et la politique de consommation doivent aller de pair _END,9,15
894,the internal market is the basis for our work,START_ le marché intérieur est la base de notre travail _END,9,11
895,its legislation is to apply equally to all to large and small countries alike,START_ la législation qui le régit doit être la même pour tous pour les petits pays comme pour les grands _END,14,21
896,a systematic survey of the various national regulations is needed if barriers to competition are to be dismantled,START_ un passage en revue systématique des réglementations nationales est nécessaire pour pouvoir faire table rase des entraves à la concurrence _END,18,22
897,the eu' s own regulations too may therefore need to be analysed,START_ la réglementation européenne elle-même pourrait bien mériter une analyse à cet égard _END,12,14
898,the new model now being tested by the commission ought not to lead to a process of nationalisation pure and simple which would undermine the established competition policy,START_ il ne faudrait pas que le nouveau modèle expérimenté à l' heure actuelle par la commission ait pour conséquence un pur processus de nationalisation qui annulerait les effets obtenus par notre politique de concurrence _END,28,36
899,in order to be effective it must be well anchored in the member states' national authorities,START_ celle-ci pour être efficace doit être profondément ancrée dans l' esprit des autorités nationales _END,16,16
900,in six months' time it may be appropriate to carry out an analysis of the outcome and also to look more closely at the new situation' s effects upon the commission' s role,START_ il pourrait être judicieux de procéder vers le milieu de l'année à une analyse des résultats mais aussi d' examiner de plus près l' incidence de la nouvelle situation sur le rôle de la commission _END,33,37
901,the question of how best to make further progress has so far been solved through the idea of holding an inter-institutional congress which will open up an unbiased debate adopting a broad perspective and involving representatives of different interests,START_ la question de savoir comment nous procéderions par la suite a jusqu' à nouvel ordre trouvé sa réponse dans l' idée d' organiser un congrès institutionnel global où serait ouvert un débat sans conditions et aux perspectives les plus larges entre des représentants des différents intérêts existants _END,39,49
